"Main.Compilation"	"Project"	"Company"	"Stage"	"Type"	"Costs"	"Operating.Status"	"AEUB.Status"	"Startup"	"Value"	"Unit.Def"	"Description"	"Descr.Updated"	"Data.Source.Year"	"Data.Source"
"482"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 2A"	"SAGD"	""	""	"Operating"	2009-07-01	"22000 "	"Barrels of bitumen per day"	"Phase 1 Pilot Plant of 3,000 bbls/d now integrated with the 22,000 bbl/d Phase 2 project with a production capacity totaling 25,000 bbls/d of bitumen."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"484"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 2B"	"SAGD"	"$1.4 billion"	""	"Construction"	2013-07-01	"35000 "	"Barrels of bitumen per day"	"MEG plans to commence site construction in early 2011. First steam 2013 with production of bitumen three months after first steam and will ramp-up to their designed production capacity within 12-18 months of first steam. The current design and cost estimate for Phase 2B is based on an SOR of 2.8."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"486"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 3A"	"SAGD"	"$500 million"	""	"Approved"	2016-07-01	"50000 "	"Barrels of bitumen per day"	"The Christina Lake expansion would include two new processing facilities consisting of steam generation, bitumen and water treatment, and vapour recovery equipment in the production of an additional 150,000 bbls per day of bitumen. Multiple horizontal SAGD well pairs would be drilled from 138 pads for bitumen production and steam injection, and associated pumping stations."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"488"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 3B"	"SAGD"	""	""	"Approved"	2018-07-01	"50000 "	"Barrels of bitumen per day"	"To satisfy the second ERCB condition with respect to the Phase 3B development area, the MOP study MEG is to provide the results of mini-frac tests and the analysis to be conducted on the Wabiskaw-McMurray reservoir and overlying Clearwater caprock in the Phase 3B development area."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"490"	"oilsandsreview.com Prognosis 2012"	"Christina Lake"	"MEG Energy Corporation"	"Phase 3C"	"SAGD"	""	""	"Approved"	2020-07-01	"50000 "	"Barrels of bitumen per day"	"First steam 2020 with production of bitumen three months after first steam and will ramp-up to their designed production capacity within 12-18 months of first steam."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"495"	"oilsandsreview.com Prognosis 2012"	"Surmont"	"MEG Energy Corporation"	"Phase 1"	"SAGD"	""	""	"Announced"	2018-07-01	"60000 "	"Barrels of bitumen per day"	"The project will consist of multi-well production pads, a Central Processing Facility which includes water treatment and recycling, steam generation, cogeneration, bitumen treating and sulphur recovery."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"497"	"oilsandsreview.com Prognosis 2012"	"Surmont"	"MEG Energy Corporation"	"Phase 2"	"SAGD"	""	""	"Announced"		"60000 "	"Barrels of bitumen per day"	"Reports are that first results from a $60 million N-Solv field test are expected in spring 2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"503"	"oilsandsreview.com Prognosis 2012"	"Dover"	"N-SOLV Corporation"	"Demonstration Plant"	"Bitumen Extraction Solvent Techn"	"$50 million"	""	"Announced"	2012-07-01	"500 "	"Barrels of bitumen per day"	"N-Solv will drill and complete a 300 metre producer and injector well pair, and complete final engineering and construction of a supporting 500 barrel per day surface facility located at the Suncor Energy Dover oil sands facility. The project is a collaboration between N-Solv, Hatch Ltd, Suncor Energy, Enbridge and Bay International."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"511"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Long Lake South (Kinosis) Phase 1"	"SAGD"	""	""	"Approved"		"40000 "	"Barrels of bitumen per day"	"Undergoing engineering to begin construction of the next phase of SAGD around 2012"	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"513"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Long Lake South (Kinosis) Phase 2"	"SAGD"	""	""	"Approved"		"40000 "	"Barrels of bitumen per day"	"The Project Will Use SAGD Technology To Extract The Bitumen and Incorporate OPTI Canadas Patented Or-crude Upgrading Technology Along with Hydrocracking and Gasification Process to Produce Light Sweet Synthetic Oil, The Process Involves an Asphaltine Waste Similar to Coke That Can Be Fed Into a Gasifier, Producing Syngas, Long Lake SAGD Project Will Use a Combination of Brackish and Potable Water From The Start-up, The objective of the Long Lake South project is to recover approximately 140,000 barrels per day (b/d) of bitumen in two phases of 70,000 b/d each. The project will include central processing facilities (steam generation, production processing, water treatment and recycling and cogeneration)"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"514"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Phase 1"	"SAGD"	"$6.1 billion"	""	"Operating"	2008-07-01	"72000 "	"Barrels of bitumen per day"	"The Project Will Use SAGD Technology To Extract The Bitumen and Incorporate OPTI Canadas Patented Or-crude Upgrading Technology Along with Hydrocracking and Gasification Process to Produce Light Sweet Synthetic Oil, The Process Involves an Asphaltine Waste Similar to Coke That Can Be Fed Into a Gasifier, Producing Syngas, Long Lake SAGD Project Will Use a Combination of Brackish and Potable Water From The Start-up, The objective of the Long Lake South project is to recover approximately 140,000 barrels per day (b/d) of bitumen in two phases of 70,000 b/d each. The project will include central processing facilities (steam generation, production processing, water treatment and recycling and cogeneration)"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"516"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Phase 2"	"SAGD"	""	""	"Approved"		"72000 "	"Barrels of bitumen per day"	"Phase Two Project Named Kinosis Located At The South End Of Long Lake, Upgrader Facilities To Be Built Adjacent To That Of Phase One, Application For The SAGD Portion Of Phase Two Has Regulatory Approval For Up To 140,000 bbls/d of Bitumen Production and May Be Built In Stages of 40,000 bbls/d."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"518"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Phase 3"	"SAGD"	""	""	"Application"		"72000 "	"Barrels of bitumen per day"	"Statoil says its next projects will be an expansion to Leismer, and the Corner project. Corner will be sanctioned late in 2013 or early in 2014."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"519"	"oilsandsreview.com Prognosis 2012"	"Long Lake"	"Nexen Inc."	"Phase 4"	"SAGD"	""	""	"Announced"		"72000 "	"Barrels of bitumen per day"	"Statoil says its next projects will be an expansion to Leismer, and the Corner project. Corner will be sanctioned late in 2013 or early in 2014."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"526"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Corner"	"SAGD"	""	""	"Approved"	2017-07-01	"40000 "	"Barrels of bitumen per day"	"The Kai Kos Dehseh Project will include expansion of the Leismer Demonstration Project with development of the Leismer and Corner operating hubs, thereby increasing production by approximately 11,000 cubic metres (70,000 barrels) per day of bitumen. These operating hubs will include central processing facilities, SAGD wells and additional infrastructure. The Leismer hubs will be located adjacent to North American’s Leismer Demonstration Project located in Section 2, Township 79, Range 10, W4M. The Corner operating hubs will be located in Section 31, Township 80, Range 8, W4M. Following these developments, North American expects to expand the Project with a series of added hubs in the Hangingstone, Corner and Thornbury areas for an additional 22,000 cubic metres (140,000 barrels) per day of bitumen."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"527"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Corner Expansion"	"SAGD"	""	""	"Application"		"40000 "	"Barrels of bitumen per day"	"The Kai Kos Dehseh Project will include expansion of the Leismer Demonstration Project with development of the Leismer and Corner operating hubs, thereby increasing production by approximately 11,000 cubic metres (70,000 barrels) per day of bitumen. These operating hubs will include central processing facilities, SAGD wells and additional infrastructure. The Leismer hubs will be located adjacent to North American’s Leismer Demonstration Project located in Section 2, Township 79, Range 10, W4M. The Corner operating hubs will be located in Section 31, Township 80, Range 8, W4M. Following these developments, North American expects to expand the Project with a series of added hubs in the Hangingstone, Corner and Thornbury areas for an additional 22,000 cubic metres (140,000 barrels) per day of bitumen."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"528"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Hangingstone"	"SAGD"	""	""	"Application"		"20000 "	"Barrels of bitumen per day"	"The Kai Kos Dehseh Project will include expansion of the Leismer Demonstration Project with development of the Leismer and Corner operating hubs, thereby increasing production by approximately 11,000 cubic metres (70,000 barrels) per day of bitumen. These operating hubs will include central processing facilities, SAGD wells and additional infrastructure. The Leismer hubs will be located adjacent to North American’s Leismer Demonstration Project located in Section 2, Township 79, Range 10, W4M. The Corner operating hubs will be located in Section 31, Township 80, Range 8, W4M. Following these developments, North American expects to expand the Project with a series of added hubs in the Hangingstone, Corner and Thornbury areas for an additional 22,000 cubic metres (140,000 barrels) per day of bitumen."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"529"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Leismer Commercial"	"SAGD"	""	""	"Approved"		"10000 "	"Barrels of bitumen per day"	"The Kai Kos Dehseh Project will include expansion of the Leismer Demonstration Project with development of the Leismer and Corner operating hubs, thereby increasing production by approximately 11,000 cubic metres (70,000 barrels) per day of bitumen. These operating hubs will include central processing facilities, SAGD wells and additional infrastructure. The Leismer hubs will be located adjacent to North American’s Leismer Demonstration Project located in Section 2, Township 79, Range 10, W4M. The Corner operating hubs will be located in Section 31, Township 80, Range 8, W4M. Following these developments, North American expects to expand the Project with a series of added hubs in the Hangingstone, Corner and Thornbury areas for an additional 22,000 cubic metres (140,000 barrels) per day of bitumen."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"530"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Leismer Demonstration"	"SAGD"	"$300 million"	""	"Operating"	2010-07-01	"10000 "	"Barrels of bitumen per day"	"The Kai Kos Dehseh Project will include expansion of the Leismer Demonstration Project with development of the Leismer and Corner operating hubs, thereby increasing production by approximately 11,000 cubic metres (70,000 barrels) per day of bitumen. These operating hubs will include central processing facilities, SAGD wells and additional infrastructure. The Leismer hubs will be located adjacent to North American’s Leismer Demonstration Project located in Section 2, Township 79, Range 10, W4M. The Corner operating hubs will be located in Section 31, Township 80, Range 8, W4M. Following these developments, North American expects to expand the Project with a series of added hubs in the Hangingstone, Corner and Thornbury areas for an additional 22,000 cubic metres (140,000 barrels) per day of bitumen."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"532"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Leismer Expansion"	"SAGD"	""	""	"Approved"		"20000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"533"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Leismer Northwest"	"SAGD"	""	""	"Application"		"20000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"534"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Leismer South"	"SAGD"	""	""	"Application"		"20000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"535"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Thornbury"	"SAGD"	""	""	"Application"		"40000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"536"	"oilsandsreview.com Prognosis 2012"	"Kai Kos Dehseh"	"Statoil"	"Thornbury Expansion"	"SAGD"	""	""	"Application"		"20000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"541"	"oilsandsreview.com Prognosis 2012"	"Chard"	"Suncor Energy Inc."	"Phase 1"	"In Situ"	""	""	"Announced"		"40000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"545"	"oilsandsreview.com Prognosis 2012"	"Meadow Creek"	"Suncor Energy Inc."	"Phase 1"	"SAGD"	""	""	"Approved"		"40000 "	"Barrels of bitumen per day"	"Project includes well pads and interconnecting pipelines. Multiple wells will be drilled from the well pads in order to reduce surface disturbance. Each pad site will include well control and monitoring equipment. Approximately forty well pairs would be drilled initially for the first three years of operation. A central corridor of pipelines and access roads will connect the well pads to the central processing facilities.The central processing facilities consist of a diluent bitumen processing plant, a water treatment system, a sulphur removal unit, a water supply /disposal system, and possibly a cogeneration unit combined with gas fired steam boilers, and other utility systems."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"547"	"oilsandsreview.com Prognosis 2012"	"Meadow Creek"	"Suncor Energy Inc."	"Phase 2"	"SAGD"	""	""	"Approved"		"40000 "	"Barrels of bitumen per day"	"Phase one regulatory application for a 10,000-12,0000 bbls/d project to be filed summer 2012.Project includes a CPF, 3-5 well pads with approximately 6-8 well pairs per pad, several water source wells, along with associated infrastructure such as roads and pipelines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"553"	"oilsandsreview.com Prognosis 2012"	"Wildwood"	"Surmont Energy Ltd."	"Phase 1"	"SAGD"	""	""	"Announced"	2015-07-01	"12000 "	"Barrels of bitumen per day"	"Phase one regulatory application for a 10,000-12,0000 bbls/d project to be filed summer 2012.Project includes a CPF, 3-5 well pads with approximately 6-8 well pairs per pad, several water source wells, along with associated infrastructure such as roads and pipelines."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"560"	"oilsandsreview.com Prognosis 2012"	"Advanced TriStar"	"Value Creation Inc."	"ATS-1"	"SAGD"	""	""	"Announced"	2016-07-01	"15000 "	"Barrels of bitumen per day"	"The first phase will be comprised of 3-4 well pads, 18-24 SAGD well pairs, 9-12 observation wells, multiple source water wells and water disposal wells, a Central Processing Facility (CPF), storm water ponds, tank farm, temporary asphaltene storage area, materials storage area, administration and maintenance buildings, and a parking area. When the ATS project is fully operational, there will be approximately 300 well pairs and 40 well pads producing 75,000 bbl/d of bitumen that will be converted to 63,750 bbl/d of DCO and blended with diluent to produce 79,688 bbl/d of VC-M oil. Natural gas will be used for steam generation in ATS-1. ATS-2 and ATS-3 will use asphaltenes removed during bitumen processing. A third-party supplier will provide power. VCI is currently assessing options for road access. Initial production will be transported by truck, and thereafter by pipeline or rail."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"562"	"oilsandsreview.com Prognosis 2012"	"Advanced TriStar"	"Value Creation Inc."	"ATS-2"	"SAGD"	""	""	"Announced"	2019-07-01	"30000 "	"Barrels of bitumen per day"	"Birchwood has released its public disclosure document and has held an open house with area residents, some of whom were concerned by the development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"563"	"oilsandsreview.com Prognosis 2012"	"Advanced TriStar"	"Value Creation Inc."	"ATS-3"	"SAGD"	""	""	"Announced"	2022-07-01	"30000 "	"Barrels of bitumen per day"	"Birchwood has released its public disclosure document and has held an open house with area residents, some of whom were concerned by the development."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"572"	"oilsandsreview.com Prognosis 2012"	"Sage"	"Birchwood Resources Inc."	"Pilot"	"LP-SAGD"	"$230 million"	""	"Announced"	2015-07-01	"5000 "	"Barrels of bitumen per day"	"The project consists of one well pad with potential for up to 36 plus well pairs with a lateral reach of 800-1,000 metres.It is proposed that this pilot phase will utilize 10 well pairs."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"579"	"oilsandsreview.com Prognosis 2012"	"Primrose & Wolf Lake"	"Canadian Natural Resources Limited"	"Primrose East"	"CSS"	"$600 million"	""	"Operating"	2008-07-01	"32000 "	"Barrels of bitumen per day"	"About 49 horizontal wells of the 120-well program will now be drilled in 2008 and the rest drilled in 2009. Steaming of these wells will start in the fourth quarter of 2009.Primrose North will ultimately have six pads (20 wells a pad) totalling 120 wells. Average output per well is typically 300-400 bbls of oil a day."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"580"	"oilsandsreview.com Prognosis 2012"	"Primrose & Wolf Lake"	"Canadian Natural Resources Limited"	"Primrose North"	"CSS"	""	""	"Operating"	2006-07-01	"30000 "	"Barrels of bitumen per day"	"About 49 horizontal wells of the 120-well program will now be drilled in 2008 and the rest drilled in 2009. Steaming of these wells will start in the fourth quarter of 2009.Primrose North will ultimately have six pads (20 wells a pad) totalling 120 wells. Average output per well is typically 300-400 bbls of oil a day."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"582"	"oilsandsreview.com Prognosis 2012"	"Primrose & Wolf Lake"	"Canadian Natural Resources Limited"	"Primrose South"	"CSS"	""	""	"Operating"	1985-07-01	"45000 "	"Barrels of bitumen per day"	"Devon filed its regulatory application for Walleye in June. The company says construction will start in 2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"583"	"oilsandsreview.com Prognosis 2012"	"Primrose & Wolf Lake"	"Canadian Natural Resources Limited"	"Wolf Lake"	"CSS"	""	""	"Operating"	1985-07-01	"13000 "	"Barrels of bitumen per day"	"Devon filed its regulatory application for Walleye in June. The company says construction will start in 2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"589"	"oilsandsreview.com Prognosis 2012"	"Walleye"	"Devon Canada Corporation"	"Phase 1"	"SAGD"	"$450 million"	""	"Application"	2016-07-01	"9000 "	"Barrels of bitumen per day"	"The main infrastructure required includes a Central Processing Facility, seven pad sites and associated infrastructure such as pipelines, roads and power lines. Production from the Project will be marketed as a bitumen blend. Reclamation will occur progressively over the life of the Project at facilities that are no longer required."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"595"	"oilsandsreview.com Prognosis 2012"	"Caribou"	"Husky Energy Inc."	"Demonstration"	"SAGD"	""	""	"Approved"		"10000 "	"Barrels of bitumen per day"	"Applications are proceeding for additional drilling and field development in 2010 and 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"598"	"oilsandsreview.com Prognosis 2012"	"Tucker"	"Husky Energy Inc."	"Phase 1"	"SAGD"	"$500 million"	""	"Operating"	2006-07-01	"30000 "	"Barrels of bitumen per day"	"Applications are proceeding for additional drilling and field development in 2010 and 2011."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"605"	"oilsandsreview.com Prognosis 2012"	"Cold Lake"	"Imperial Oil Limited"	"Phase 1-10"	"CSS"	""	""	"Operating"	1985-07-01	"110000 "	"Barrels of bitumen per day"	"A new three-phase (phases 11-13) development known as Mahkeses, which would be located adjacent to Imperial’s existing Cold Lake operation. The Mahkeses project would use CSS technology to recover bitumen from the Clearwater Formation; a combination of directional and horizontal wells would be drilled into the Clearwater Formation on an average well spacing of 3.2 hectares (ha). Project to include a central plant in the north half of Section 33-64-3 W4M for processing bitumen and produced water; a cogeneration power plant located in the north half of Section 33-64-3 W4M capable of generating 220 megawatts of electricity; expansion of the approved phases 1-10 development areas and the drilling of additional wells to sustain operations at the existing central plants."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"606"	"oilsandsreview.com Prognosis 2012"	"Cold Lake"	"Imperial Oil Limited"	"Phase 11-13"	"CSS"	"$630 million"	""	"Operating"	2002-07-01	"30000 "	"Barrels of bitumen per day"	"A new three-phase (phases 11-13) development known as Mahkeses, which would be located adjacent to Imperial’s existing Cold Lake operation. The Mahkeses project would use CSS technology to recover bitumen from the Clearwater Formation; a combination of directional and horizontal wells would be drilled into the Clearwater Formation on an average well spacing of 3.2 hectares (ha). Project to include a central plant in the north half of Section 33-64-3 W4M for processing bitumen and produced water; a cogeneration power plant located in the north half of Section 33-64-3 W4M capable of generating 220 megawatts of electricity; expansion of the approved phases 1-10 development areas and the drilling of additional wells to sustain operations at the existing central plants."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"608"	"oilsandsreview.com Prognosis 2012"	"Cold Lake"	"Imperial Oil Limited"	"Phase 14-16"	"CSS"	"$2.0 billion"	""	"Construction"	2014-07-01	"40000 "	"Barrels of bitumen per day"	"Three new phases of bitumen production (Phases 14-16), as well as extensions to phases 9 and 10. Project includes associated steam-generation, bitumen-processing, water-treatment and field facilities, to form a new operating area known as Nabiye. Imperial plans to ammend original application late 2009 in response to new technologies, new plans to include a 170-megawatt cogeneration facility and pad layout changes that will reduce the production footprint. Sulphur recovery units have also been added.  an extension of the existi"	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"615"	"oilsandsreview.com Prognosis 2012"	"Gemini"	"Koch Exploration Canada Corporation"	"Stage 1"	"SAGD"	"$410 million"	""	"Approved"		"1200 "	"Barrels of bitumen per day"	"Stage one will include one SAGD well pair and a processing facility which will produce 1,200 of bitumen and is scheduled to produce for up to three years. Estimated cost for both phases $410 milion. Stage One production will be rolled into Stage Two and the Stage One facility will be decommissioned."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"617"	"oilsandsreview.com Prognosis 2012"	"Gemini"	"Koch Exploration Canada Corporation"	"Stage 2"	"SAGD"	""	""	"Approved"		"10000 "	"Barrels of bitumen per day"	"Stage Two will include additional SAGD well pairs and a stand-alone processing facility designed to produce 10,000 bbls/d of bitumen over an anticipated 20 year life. Approved with conditions."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"624"	"oilsandsreview.com Prognosis 2012"	"Taiga"	"OSUM Oil Sands Corp."	"Phase 1"	"CSS & SAGD"	"$1.57 billion"	""	"Application"	2016-07-01	"23000 "	"Barrels of bitumen per day"	"The main components of the project include a common central plant with steam generation facilities, as well as steam delivery and product recovery pipelines and well pads with horizontal wells for both SAGD and CSS. Water treatment and recycling, bitumen treatment and deep disposal wells for safe disposal of concentrated brackish water will also be included in the development. Roads and other infrastructure will also be required. Osum is also evaluating the possibility of steam and electricity cogeneration in the project, to increase overall energy efficiency. Osum plans to begin construction in the third quarter 2011 with subsequent start-up expected in the second quarter 2013."	"Jul 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"626"	"oilsandsreview.com Prognosis 2012"	"Taiga"	"OSUM Oil Sands Corp."	"Phase 2"	"In Situ"	""	""	"Application"	2017-07-01	"22000 "	"Barrels of bitumen per day"	"Pengrowth says its two well pairs at Lindbergh are now producing after a faster-than-anticipated reservoir response."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"632"	"oilsandsreview.com Prognosis 2012"	"Lindbergh"	"Pengrowth Energy Corporation"	"Phase 1 Commercial"	"SAGD"	"$450 million"	""	"Application"	2015-07-01	"12500 "	"Barrels of bitumen per day"	"The planned facilities Pengrowth is proposing for the Lindbergh SAGD Project include a number of wells pads and associated infrastructure such as well pairs, roads, above ground gathering and distribution systems, power lines, and a Central Processing Facility (CPF).During the life of the Project there will be 60 to 65 well pairs drilled from approximately eight to nine well pads."	"Aug 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"634"	"oilsandsreview.com Prognosis 2012"	"Lindbergh"	"Pengrowth Energy Corporation"	"Phase 2 Commercial"	"SAGD"	"$560 million"	""	"Announced"	2016-07-01	"17500 "	"Barrels of bitumen per day"	"Additional 30 well pairs planned, CPF, well pads, pipelines and infrastructure."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"636"	"oilsandsreview.com Prognosis 2012"	"Lindbergh"	"Pengrowth Energy Corporation"	"Pilot"	"SAGD"	"$25 million"	""	"Operating"	2012-07-01	"1200 "	"Barrels of bitumen per day"	"Pengrowth is planning a re-development of the former Murphy facility as a pilot-scale SAGD plant. Much of the original Murphy Oil (now Pengrowth) central processing facility (CPF) located at 07-13-58-05 W4M will be re-commissioned with some modifications and additions."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"643"	"oilsandsreview.com Prognosis 2012"	"Orion"	"Royal Dutch Shell plc"	"Phase 1"	"SAGD"	"$235 million"	""	"Operating"	2007-07-01	"10000 "	"Barrels of bitumen per day"	"Regulatory approval was received in 2005 to expand the 500-barrel-per-day pilot into a 20,000-barrel-per-day commercial development."	"Jun 2012"	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
"645"	"oilsandsreview.com Prognosis 2012"	"Orion"	"Royal Dutch Shell plc"	"Phase 2"	"SAGD"	""	""	"Approved"		"10000 "	"Barrels of bitumen per day"	"PanOrient Energy Corp. has increased its ownership of Andora Energy from 52.5% to 71.8%. PanOrient says activities are underway to commence steam injection at the Sawn Lake SAGD demonstration in the second quarter of 2013, with production anticipated in the fourth quarter of 2013."	""	"2012"	"http://www.oilsandsreview.com/statistics/projects.asp"
